gene	rho	mean_logcpm	in_set	named	log2FC_per_division_per_day	P	FDR
ADAMTSL4	-0.375924322888957	6.6201409276802	FALSE	FALSE			
ADAMTSL4-AS1	-0.411295353650237	3.10030571697799	FALSE	FALSE			
ADAMTSL5	-0.594937051080329	4.48984438301789	FALSE	FALSE			
ADAP1	0.0989762798288192	0.113223281884962	FALSE	FALSE			
ADAP2	0.201882541938459	1.65039964868623	FALSE	FALSE			
ADAR	0.191876755701399	7.95846457118238	FALSE	FALSE			
ADARB1	-0.212709249494769	6.86950877341996	FALSE	FALSE			
ADARB2	-0.103120674243769	0.175779456064932	FALSE	FALSE			
ADAT1	-0.284778421807871	5.4639102829904	FALSE	FALSE			
ADAT2	0.376302817266888	3.60671958283954	FALSE	FALSE			
ADAT3	0.286882925363866	1.35918769737397	FALSE	FALSE			
ADCK1	-0.0467884343952761	2.53868907683763	FALSE	FALSE			
ADCK2	-0.578133839081127	3.20027875688739	FALSE	FALSE			
ADCK5	-0.0911231476356152	-0.603759543555341	FALSE	FALSE			
ADCY1	-0.0144137324425725	1.72346906111033	FALSE	FALSE			
ADCY10	-0.348559825491554	-0.221419667473708	FALSE	FALSE			
ADCY10P1	-0.0334972625470868	1.05697793594688	FALSE	FALSE			
ADCY2	-0.0677749784610654	1.35359819472366	FALSE	FALSE			
ADCY3	0.220597439603013	5.85936211795592	FALSE	FALSE			
ADCY4	-0.0015144876119617	1.15336284208903	FALSE	FALSE			
ADCY5	-0.226143419443515	0.010306681564605	FALSE	FALSE			
ADCY6	-0.586115377533254	5.09233367895429	FALSE	FALSE			
ADCY7	0.241045317815575	5.38736194788099	FALSE	FALSE			
ADCY9	-0.0226676644227518	7.10570411299715	FALSE	FALSE			
ADCYAP1R1	0.028825937035109	-1.38496733962292	FALSE	FALSE			
ADD1	0.199244133464808	7.70563490679918	FALSE	FALSE			
ADD2	0.0564747278488096	0.313613818872678	FALSE	FALSE			
ADD3	-0.096311516176112	6.25669278622361	FALSE	FALSE			
ADGRA2	0.284727751850718	7.98839635340079	FALSE	FALSE			
ADGRA3	-0.0395144049757498	3.96771404748174	FALSE	FALSE			
ADGRB1	-0.0171506919344991	-2.41453052760108	FALSE	FALSE			
ADGRB2	-0.00161701776016119	2.80815020183674	FALSE	FALSE			
ADGRB3	0.078525079255741	-2.46479685240102	FALSE	FALSE			
ADGRD1	-0.275782147391435	3.19727307843431	FALSE	FALSE			
ADGRD1-AS1	-0.253665858679537	-1.62944898563056	FALSE	FALSE			
ADGRE2	-0.107563307265587	2.45039743110971	FALSE	FALSE			
ADGRE4P	-0.24844891269601	0.709002737143606	FALSE	FALSE			
ADGRE5	0.316621259243878	6.0617869814681	FALSE	FALSE			
ADGRF1	-0.112227663858304	1.00246003147863	FALSE	FALSE			
ADGRF2P	-0.05148696770406	-0.656907578130896	FALSE	FALSE			
ADGRF3	-0.201657927799535	-0.103323681382575	FALSE	FALSE			
ADGRF5	-0.310902247293672	-1.91148425527921	FALSE	FALSE			
ADGRF5-AS1	0.12665822960879	-0.43836444931371	FALSE	FALSE			
ADGRG1	0.300465024382154	0.864082006277005	FALSE	FALSE			
ADGRG2	-0.262484320794065	1.26496399849285	FALSE	FALSE			
ADGRG4	-0.280295684730311	-1.22419904942207	FALSE	FALSE			
ADGRG6	0.569002024588255	3.86539722851754	FALSE	FALSE			
ADGRL1	-0.480098184094496	3.2215532795762	FALSE	FALSE			
ADGRL1-AS1	-0.348698402723366	3.36302420267982	FALSE	FALSE			
ADGRL2	-0.0656130036113861	5.12473276559558	FALSE	FALSE			
ADGRL3	-0.16876202032007	-1.45939448297626	FALSE	FALSE			
ADGRL4	-0.145802121575014	4.35017081757266	FALSE	FALSE			
ADGRV1	-0.148871147646386	-2.34304123225484	FALSE	FALSE			
ADH1A	-0.330851606219314	-0.729352938553864	FALSE	FALSE			
ADH1B	-0.170581941057358	3.60749124353752	FALSE	FALSE			
ADH4	-0.303232488216474	3.96263297765761	FALSE	FALSE			
ADH5	0.187015670449532	7.22610183544184	FALSE	FALSE			
ADH6	-0.245218617910779	0.89546158055969	FALSE	FALSE			
ADHFE1	-0.02551572409496	1.84689141036857	FALSE	FALSE			
ADI1	0.00703989340945888	5.69427124250453	FALSE	FALSE			
ADIPOQ	-0.0849352606281262	0.625562184665791	FALSE	FALSE			
ADIPOQ-AS1	-0.357043982713296	2.07381276876455	FALSE	FALSE			
ADIPOR1	-0.440047493733305	6.56173166904577	FALSE	FALSE			
ADIPOR2	0.418888705819877	5.40553819466162	FALSE	FALSE			
ADIRF	0.27524583855993	2.48407670030925	FALSE	FALSE			
ADISSP	0.442121901375152	3.46774183697441	FALSE	FALSE			
ADK	0.315034167364452	4.51039098603263	FALSE	FALSE			
ADM	0.10576639415419	7.83168421243651	FALSE	FALSE			
ADM2	-0.35149052140261	5.20490675090975	FALSE	FALSE			
ADM5	0.355199460246184	-0.869455281221215	FALSE	FALSE			
ADNP	0.408071520134711	6.8881209438182	FALSE	FALSE			
ADNP-AS1	0.0576751637464687	1.67192908711503	FALSE	FALSE			
ADNP2	0.44859116264969	5.22189607489689	FALSE	FALSE			
ADO	-0.340569955402177	5.28298868082738	FALSE	FALSE			
ADORA1	0.275549818689334	-1.47266620212025	FALSE	FALSE			
ADORA2A	0.107846501540094	-2.061888464242	FALSE	FALSE			
ADORA2A-AS1	0.137854419772127	0.484070763919199	FALSE	FALSE			
ADORA2B	0.0703860115551806	1.67482622163226	FALSE	FALSE			
ADPGK	0.257121126872824	5.18906620687964	FALSE	FALSE			
ADPGK-AS1	-0.142367106560211	1.73542067082185	FALSE	FALSE			
ADPRH	-0.278932332992954	2.29427995791893	FALSE	FALSE			
ADPRHL1	0.0608229923262651	2.66835507354142	FALSE	FALSE			
ADPRM	-0.389898859025063	2.54542935697752	FALSE	FALSE			
ADPRS	-0.190140714551951	3.32524436804928	FALSE	FALSE			
