sample	line	cond	oxy	days	rate	prolif	splice	splice96
Sample_242	HC4	Contact_Inhibition	3	93.20833333	0.0712141408393108	-0.892310833817925	-0.441659760000154	-0.559996864773016
Sample_221	HC4	Contact_Inhibition	21	93.20833333	0.0760721022999273	-1.40521256201794	-0.246074010238341	-0.355988092619994
Sample_248	HC1	Contact_Inhibition	3	80.36666667	0.0784551712586083	-0.286134436797244	-0.934814795600789	-1.0115710574448
Sample_227	HC1	Contact_Inhibition	21	80.36666667	0.0790858602756515	-1.38724775747979	-0.219914128636303	-0.281319293629588
Sample_254	HC2	Contact_Inhibition	3	81.16666667	0.0825250121861591	-0.157560188924984	-0.825967718574905	-0.891957254950514
Sample_234	HC2	Contact_Inhibition	21	81.16666667	0.0833085124009339	-1.61596033752134	-0.413944721788465	-0.453580922443531
Sample_241	HC4	Contact_Inhibition	3	73.16666667	0.0990388500377935	-0.50804596553577	-0.475201565153788	-0.55125108812241
Sample_220	HC4	Contact_Inhibition	21	73.16666667	0.0994020138034557	-1.12103977107975	-0.17814252030327	-0.259168958171375
Sample_226	HC1	Contact_Inhibition	21	60.11666667	0.112111114379306	-1.35195280452664	-0.457550093345166	-0.463983066578265
Sample_247	HC1	Contact_Inhibition	3	60.11666667	0.119251868335791	-0.388603302194785	-0.917376785037022	-0.928830661274412
Sample_233	HC2	Contact_Inhibition	21	60.91666667	0.125688962739999	-1.47293301222367	-0.536900130325049	-0.529506601637993
Sample_240	HC4	Contact_Inhibition	3	52.91666667	0.148691463359223	-1.17407358333619	-0.727682475515877	-0.853510660971233
Sample_219	HC4	Contact_Inhibition	21	52.91666667	0.149531102797727	-0.978336651861296	-0.213930924560514	-0.222478441670697
Sample_225	HC1	Contact_Inhibition	21	32.15833333	0.229357541496864	-1.30932325139472	-0.487031244395797	-0.517567382502368
Sample_232	HC2	Contact_Inhibition	21	32.95833333	0.266391775779677	-1.1806027694235	-0.155648212714845	-0.274809829371632
Sample_246	HC1	Contact_Inhibition	3	32.15833333	0.268279683688313	-0.704307651751389	-0.764277802516564	-0.755920624908765
Sample_253	HC2	Contact_Inhibition	3	32.95833333	0.268290652222886	-0.359390523465127	-0.940147406374661	-1.06405800526184
Sample_239	HC4	Contact_Inhibition	3	24.95833333	0.336248530428074	-0.889653653907154	-0.638178314045772	-0.723838236233185
Sample_218	HC4	Contact_Inhibition	21	24.95833333	0.339825335107349	-0.685040875820912	-0.211326139321296	-0.229731086969235
Sample_245	HC1	Contact_Inhibition	3	21.49166667	0.421517499268949	-0.669798571932009	-0.229428492815852	-0.191633719779496
Sample_224	HC1	Contact_Inhibition	21	21.49166667	0.470686775047138	-0.473986009467079	0.337912491782043	0.492843816498334
Sample_252	HC2	Contact_Inhibition	3	22.29166667	0.47928482345613	-0.0601118010641851	-0.300212924367468	-0.367153574067064
Sample_231	HC2	Contact_Inhibition	21	22.29166667	0.570210992564864	-0.284434753432925	-0.0716769128954474	0.00901149520587688
Sample_217	HC4	Contact_Inhibition	21	14.29166667	0.6256289170532	-0.14363334928723	-0.0846147630064383	0.0147232016252324
Sample_238	HC4	Contact_Inhibition	3	14.29166667	0.65573535107895	0.551687783380224	-0.265249614300767	-0.281688317529345
Sample_49	HC3	Control	21	140.375	0.00439131350645136	-0.926602080331336	-0.558801201684724	-0.546317524420112
Sample_275	HC1	Control	21	162.9430556	0.0294150667057307	-1.28949138247275	-0.652058577657934	-0.700321733536362
Sample_327	HC2	Control	21	149.7534722	0.0359913822522266	-1.09916082033835	-0.893200026572979	-1.32616727521221
Sample_14	SURF1_2	Control	21	135.875	0.0610165635278609	-1.59953579921894	-0.534492113037797	-0.408416925651915
Sample_273	HC1	Control	21	142.0263889	0.0622789251098772	-1.1413314912825	-0.576807972285013	-0.611772968661049
Sample_29	HC1	Control	21	157.9166667	0.0623060810035414	-1.0821643889823	-0.628716948276578	-0.643117588733149
Sample_31	HC1	Control	21	202	0.0643811353771762	-1.20650497126707	-0.565772516848443	-0.586178708933109
Sample_272	HC1	Control	21	127.95	0.0790260213043603	-1.20269439377087	-0.65761125467255	-0.720250859972285
Sample_19	SURF1_3	Control	21	83.16666667	0.0827260594559173	-0.0727433421752871	-0.250665500828838	-0.200834360183453
Sample_42	HC2	Control	21	202.25	0.0874853904501263	-1.30851060242365	-0.721529804707825	-0.548534476462774
Sample_20	SURF1_3	Control	21	98.125	0.0916515901932971	-0.318442201572892	-0.525079530701689	-0.540326839318316
Sample_39	HC2	Control	21	136.2916667	0.0938305811533059	-0.790020562347839	-0.669533310589477	-0.5631161256896
Sample_6	SURF1_1	Control	21	100.2916667	0.0962780659197095	-1.47209678152036	-1.17696457139663	-1.08417147892509
Sample_28	HC1	Control	21	134.9583333	0.106695538479379	0.0153603642395848	-0.234911464205809	-0.246802205566537
Sample_40	HC2	Control	21	158.2083333	0.110253334350935	-0.960170318407092	-0.670108585212107	-0.597256518431277
Sample_4	SURF1_1	Control	21	70.125	0.114858747420718	-1.42020161545523	-0.46002779084287	-0.355362334661535
Sample_18	SURF1_3	Control	21	68.29166667	0.115271708630261	-1.11616226444778	-0.538849155440886	-0.538050495889993
Sample_47	HC3	Control	21	85.08333333	0.127740638269448	-0.976846216575657	-0.3676891799051	-0.298298997939185
Sample_30	HC1	Control	21	180.875	0.138034749509703	-0.780788702959333	-0.441318261390274	-0.4571867675383
Sample_17	SURF1_3	Control	21	53.04166667	0.152543496629221	-1.45153907673947	-0.458572467997168	-0.458028619946084
